sep=,
ID,Text,Translation,VoiceActor,Context
664499471719,M-14,,,ModItemInventoryItemCompositeDef M14SAW_AUTO DisplayName
300513013967,M-14s,,,ModItemInventoryItemCompositeDef M14SAW_AUTO DisplayNamePlural
251899153523,"Take a Garand rifle, then make it heavier and capable of firing full auto. Simply put, it's a Frankenstein monster.",,,ModItemInventoryItemCompositeDef M14SAW_AUTO Description
419078734073,"<description_hints>
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Military variant with burst fire and auto fire modes
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Has a big recoil penalty",,,ModItemInventoryItemCompositeDef M14SAW_AUTO AdditionalHint
595927685771,FN-FAL,,,ModItemInventoryItemCompositeDef FNFAL DisplayName
996923715881,FN-FALs,,,ModItemInventoryItemCompositeDef FNFAL DisplayNamePlural
313886327189,"Often described as the Right Arm of the Free World, it delivers pure Democracy in volleys!",,,ModItemInventoryItemCompositeDef FNFAL Description
634047228362,<description_hints>,,,ModItemInventoryItemCompositeDef FNFAL AdditionalHint
897343205524,HK21,,,ModItemInventoryItemCompositeDef HK21 DisplayName
247511890606,HK21s,,,ModItemInventoryItemCompositeDef HK21 DisplayNamePlural
527453635644,"Combine an assault rifle with a machine gun and you get HK21. Unlike most hybrid guns, it performs each role extremely well.",,,ModItemInventoryItemCompositeDef HK21 Description
671286970025,<description_hints>,,,ModItemInventoryItemCompositeDef HK21 AdditionalHint
675844784736,MG42,,,ModItemInventoryItemCompositeDef MG42 DisplayName
769933732561,MG42s,,,ModItemInventoryItemCompositeDef MG42 DisplayNamePlural
587184991673,"With its incredible rate of fire, the MG42 provides amazing suppression capacity. She might be old but she's German.",,,ModItemInventoryItemCompositeDef MG42 Description
386845693893,<description_hints>,,,ModItemInventoryItemCompositeDef MG42 AdditionalHint
104887107175,MG58,,,ModItemInventoryItemCompositeDef MG58 DisplayName
219033710999,MG58s,,,ModItemInventoryItemCompositeDef MG58 DisplayNamePlural
876768282697,"Modified MG42, fitted with a Kompositum 58 barrel, 7.62x51mm caliber receiver, improved ironsights and some internal improvements. The MG58 is born. ",,,ModItemInventoryItemCompositeDef MG58 Description
240845249658,<description_hints>,,,ModItemInventoryItemCompositeDef MG58 AdditionalHint
756458402136,M24,,,ModItemInventoryItemCompositeDef M24Sniper DisplayName
303379849627,M24s,,,ModItemInventoryItemCompositeDef M24Sniper DisplayNamePlural
511660833322,US Army sniper weapon system that replaced the M21 (based on the M14). Apparently semi-auto was still not up to par with what snipers needed in terms of reliability and accuracy that bolt action can provide. ,,,ModItemInventoryItemCompositeDef M24Sniper Description
713886804400,<description_hints>,,,ModItemInventoryItemCompositeDef M24Sniper AdditionalHint
146585701633,PSG1,,,ModItemInventoryItemCompositeDef PSG1 DisplayName
467887391004,PSG1s,,,ModItemInventoryItemCompositeDef PSG1 DisplayNamePlural
730682998051,"Semi-auto precision rifle initially designed for law enforcement after the 1972 Munich Olympics. They skipped adding any iron sights and went straight to a scope. Adjustable buttstock, cheekpiece, trigger unit, and much more. This gun screams ""I can watch this hostage situation all day as I wait for the greenlight"". ",,,ModItemInventoryItemCompositeDef PSG1 Description
998230614287,<description_hints>,,,ModItemInventoryItemCompositeDef PSG1 AdditionalHint
345864958607,Gewehr 98,,,ModItemInventoryItemCompositeDef Gewehr98 DisplayName
336053400117,Gewehr 98s,,,ModItemInventoryItemCompositeDef Gewehr98 DisplayNamePlural
357007469557,It is said that this Mauser design is the grandpa of all bolt action rifles. Even the modern hunting or military sniper rifles started here. ,,,ModItemInventoryItemCompositeDef Gewehr98 Description
973204362273,<description_hints>,,,ModItemInventoryItemCompositeDef Gewehr98 AdditionalHint
583738754123,M82,,,ModItemInventoryItemCompositeDef BarretM82 DisplayName
195197045724,M82s,,,ModItemInventoryItemCompositeDef BarretM82 DisplayNamePlural
730017883688,"The .50 BMG is a heavy machine gun cartridge - hence the name. But place it in a semi auto long range gun and you have a great anti-materiel rifle. Or ""shoot through walls"" gun. It does need a muzzle break the size of a small shovel to counteract that recoil however. ",,,ModItemInventoryItemCompositeDef BarretM82 Description
614748331117,<description_hints>,,,ModItemInventoryItemCompositeDef BarretM82 AdditionalHint
893108258287,Dragunov,,,ModItemInventoryItemCompositeDef DragunovSVD DisplayName
763187888643,Dragunovs,,,ModItemInventoryItemCompositeDef DragunovSVD DisplayNamePlural
223744696911,Not what it seems at first glance. On the outside it looks like an AK but actually uses a short stroke gas piston system that reduces the recoil and allows for better follow up shots. It is more of a close support designated marksman's rifle than a sniper one. ,,,ModItemInventoryItemCompositeDef DragunovSVD Description
715363343098,<description_hints>,,,ModItemInventoryItemCompositeDef DragunovSVD AdditionalHint
187632089463,M2 Browning,,,ModItemInventoryItemCompositeDef BrowningM2HMG DisplayName
285160738167,M2 Brownings,,,ModItemInventoryItemCompositeDef BrowningM2HMG DisplayNamePlural
958118537736,When you're a dime short of buying some tank ordnance but you won't make a compromise with power.,,,ModItemInventoryItemCompositeDef BrowningM2HMG Description
891996501927,"<description_hints>
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Stationary weapon
",,,ModItemInventoryItemCompositeDef BrowningM2HMG AdditionalHint
564487922035,Gold Fever,,,ModItemInventoryItemCompositeDef GoldenGun DisplayName
328078825335,Gold Fever,,,ModItemInventoryItemCompositeDef GoldenGun DisplayNamePlural
248823932225,This custom-made M1-A is coated with 24-karat gold and has a mean aura.,,,ModItemInventoryItemCompositeDef GoldenGun Description
864686045799,<description_hints>,,,ModItemInventoryItemCompositeDef GoldenGun AdditionalHint
246786397859,High Explosive Grenade,,,ModItemInventoryItemCompositeDef HE_Grenade_1 DisplayName
994813300714,High Explosive Grenades,,,ModItemInventoryItemCompositeDef HE_Grenade_1 DisplayNamePlural
565165220665,<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120>Inflicts <color EmStyle>Bleeding</color>,,,ModItemInventoryItemCompositeDef HE_Grenade_1 Description
930117164234,"<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Knocks down units 
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Smaller area
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Good at destroying objects
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Penetrates any armor
",,,ModItemInventoryItemCompositeDef HE_Grenade_1 AdditionalHint
325115069441,Default Stock,,,ModItemWeaponComponent HIll_StockGalil_01 DisplayName
682294285321,.50 BMG Barrel,,,ModItemWeaponComponent Barrel50BMG_DesertEagle DisplayName
601660158852,Compensator,,,ModItemWeaponComponent LionRoar_compensator DisplayName
909375994637,Recoil Booster,,,ModItemWeaponComponent MuzzleBooster DisplayName
909732062029,Default Chamber,,,ModItemWeaponComponent MuzzleBooster_Glock18 DisplayName
341620548059,Suppressor,,,ModItemWeaponComponent Suppressor DisplayName
272557276858,Improvised Suppressor,,,ModItemWeaponComponent ImprovisedSuppressor DisplayName
626959264535,Sniper Scope 6x,,,ModItemWeaponComponent LROpticsAdvanced DisplayName
779921502093,Sniper Scope 4x,,,ModItemWeaponComponent LROptics DisplayName
542909535789,Prism Scope 2x,,,ModItemWeaponComponent ScopeCOG DisplayName
756793676408,Quick Prism Scope 2x,,,ModItemWeaponComponent ScopeCOGQuick DisplayName
153355931022,Compact Reflex Sight 1.25x,,,ModItemWeaponComponent ReflexSight DisplayName
363249614619,"""Assalto"" Reflex Sight 1.5x",,,ModItemWeaponComponent ReflexSightAdvanced DisplayName
520876141203,"""Vigilante"" Reflex Sight 1.5x",,,ModItemWeaponComponent _ReflexSIghtVigilance DisplayName
819497208998,Thermal Scope 4x,,,ModItemWeaponComponent ThermalScope DisplayName
997661500291,Swarovski Optik Scope 1.5x,,,ModItemWeaponComponent AUGScope_Default DisplayName
869263221220,Digital Scope 2x,,,ModItemWeaponComponent G36_SCOPE DisplayName
690585339463,Digital Scope 4x/2x,,,ModItemWeaponComponent SCOPE_G36_2 DisplayName
405425855364,"""Assalto"" Reflex Sight 1.25x",,,ModItemWeaponComponent ReflexSightAdvanced_Glock DisplayName
735457689429,"""Vulto"" Wide Scope 2x",,,ModItemWeaponComponent WideScope DisplayName
885663189178,Short Barrel,,,ModItemWeaponComponent barrel_confidante DisplayName
238407757479,Extended Barrel,,,ModItemWeaponComponent BarrelLongShotgun DisplayName
268868262592,Long Barrel High Cap,,,ModItemWeaponComponent Auto5_Long_LMag DisplayName
632191304483,Long Barrel,,,ModItemWeaponComponent Auto5_Long_NMag DisplayName
731483819647,Short Barrel,,,ModItemWeaponComponent Auto5_Short_NMag DisplayName
385898999120,Short Barrel,,,ModItemWeaponComponent BarrelShort_Winchester DisplayName
586020270949,Shortened Barrel,,,ModItemWeaponComponent BarrelShortShotgun_Benelli DisplayName
858531805288,Short Barrel,,,ModItemWeaponComponent BarrelShort DisplayName
779635556968,Short Barrel,,,ModItemWeaponComponent BarrelShort_handgun DisplayName
742559105706,Short Light Barrel,,,ModItemWeaponComponent BarrelShort_Light_handgun DisplayName
395766657440,Light Barrel,,,ModItemWeaponComponent BarrelLight_handgun DisplayName
111899582144,Short Barrel,,,ModItemWeaponComponent _master_BarrelShort DisplayName
701363011930,Short Light Barrel,,,ModItemWeaponComponent BarrelShort_Light DisplayName
183239361184,Light Barrel,,,ModItemWeaponComponent BarrelLight DisplayName
672868764830,Light Stock,,,ModItemWeaponComponent StockLight DisplayName
559805386611,Short Gain-Twist Barrel,,,ModItemWeaponComponent BarrelShortImproved DisplayName
627286028824,Short Gain-Twist Barrel,,,ModItemWeaponComponent BarrelShortImproved_handgun DisplayName
254304837753,No Stock,,,ModItemWeaponComponent StockNo DisplayName
499785632845,Shortened Barrel,,,ModItemWeaponComponent BarrelShortShotgun DisplayName
923839783261,Folded Stock,,,ModItemWeaponComponent StockFolded DisplayName
867015797493,Light Stock,,,ModItemWeaponComponent StockLight_AR_BurstOnly DisplayName
815372656693,Heavy Stock,,,ModItemWeaponComponent StockHeavy_AR_BurstOnly DisplayName
764204454463,Vertical Grip,,,ModItemWeaponComponent VerticalGrip DisplayName
473538307720,Vertical Grip,,,ModItemWeaponComponent VerticalGrip_aug DisplayName
260459204559,Bipod,,,ModItemWeaponComponent Bipod DisplayName
643865919296,Bipod,,,ModItemWeaponComponent Bipod_m82 DisplayName
931344035869,Bipod,,,ModItemWeaponComponent Bipod_Under DisplayName
344774505594,Wooden Stock,,,ModItemWeaponComponent stock_uzi DisplayName
408814218086,Bipod,,,ModItemWeaponComponent Bipod_MG42 DisplayName
508047381664,Vertical Grip,,,ModItemWeaponComponent AK47_VerticalGrip DisplayName
770752514260,Default Mag,,,ModItemWeaponComponent MagNormal DisplayName
356721504491,Ergonomic Expanded Mag,,,ModItemWeaponComponent MagLargeFine DisplayName
799546630598,Ergonomic Expanded Mag,,,ModItemWeaponComponent MagLargeFine_1 DisplayName
529242562159,Ergonomic Drum Mag,,,ModItemWeaponComponent MagLargeFine_2 DisplayName
948358540465,Ergonomic Expanded Mag,,,ModItemWeaponComponent MagLargeFine_3 DisplayName
481245511211,Ergonomic Expanded Mag,,,ModItemWeaponComponent MagLargeFine_4 DisplayName
763589412293,Ergonomic Expanded Mag,,,ModItemWeaponComponent MagLargeFine_5 DisplayName
834513508830,Ergonomic Drum Mag,,,ModItemWeaponComponent MagLargeFine_6 DisplayName
175959856284,Ergonomic Expanded Mag,,,ModItemWeaponComponent MagLargeFine_7 DisplayName
957451970407,Ergonomic Drum Mag,,,ModItemWeaponComponent MagLargeFine_8 DisplayName
536772723259,Ergonomic Drum Mag,,,ModItemWeaponComponent MagLargeFine_9 DisplayName
322521662924,Ergonomic Expanded Mag,,,ModItemWeaponComponent MagLargeFine_10 DisplayName
844310852742,Ergonomic Expanded Mag,,,ModItemWeaponComponent MagLargeFine_11 DisplayName
254746664335,Ergonomic Expanded Drum Mag,,,ModItemWeaponComponent MagLargeFine_12 DisplayName
584414317593,Expanded Mag,,,ModItemWeaponComponent MagLarge DisplayName
577837220813,Expanded Mag,,,ModItemWeaponComponent MagLarge_1 DisplayName
947331233760,Drum Mag,,,ModItemWeaponComponent MagLarge_2 DisplayName
312402928662,Extended Barrel,,,ModItemWeaponComponent BarrelLong_handgun DisplayName
622216741577,Expanded Mag,,,ModItemWeaponComponent MagLarge_3 DisplayName
705322079215,Expanded Mag,,,ModItemWeaponComponent MagLarge_4 DisplayName
842945229332,Expanded Mag,,,ModItemWeaponComponent MagLarge_5 DisplayName
563960726457,Drum Mag,,,ModItemWeaponComponent MagLarge_6 DisplayName
154729050507,Expanded Mag,,,ModItemWeaponComponent MagLarge_7 DisplayName
601801603355,Drum Mag,,,ModItemWeaponComponent MagLarge_8 DisplayName
241747735354,Drum Mag,,,ModItemWeaponComponent MagLarge_9 DisplayName
508671550015,Expanded Mag,,,ModItemWeaponComponent MagLarge_10 DisplayName
807921484254,Expanded Mag,,,ModItemWeaponComponent MagLarge_11 DisplayName
448039226372,Expanded Drum Mag,,,ModItemWeaponComponent MagLarge_12 DisplayName
458345860277,Expanded Mag,,,ModItemWeaponComponent _RatMaster_MagLarge DisplayName
131276583178,Quick Mag,,,ModItemWeaponComponent MagQuick DisplayName
957182349467,Quick Expanded Mag,,,ModItemWeaponComponent R_MagQuickLarge DisplayName
125254121391,Fine-Tuned Mag,,,ModItemWeaponComponent MagNormalFine DisplayName
838180928045,Extended Light Barrel,,,ModItemWeaponComponent long_barrel_light_handgun DisplayName
576574881402,PSO-1 Scope 4x,,,ModItemWeaponComponent LROptics_DragunovDefault DisplayName
262502652755,Extended Gain-Twist Barrel,,,ModItemWeaponComponent BarrelLongImproved_handgun DisplayName
226427177857,Bullpup Design,,,ModItemWeaponComponent bullup DisplayName
324271791107,Extended Barrel,,,ModItemWeaponComponent BarrelLong DisplayName
352731715932,Jagger Barrel,,,ModItemWeaponComponent BarrelLong_jaggerMeister DisplayName
597101871524,Extended Barrel with Bipod,,,ModItemWeaponComponent BarrelLong_AUG DisplayName
650577424631,Extended Light Barrel with Bipod,,,ModItemWeaponComponent long_barrel_AUG_light DisplayName
903797346544,Extended Light Barrel,,,ModItemWeaponComponent long_barrel_light DisplayName
360454194049,Extended Gain-Twist Barrel,,,ModItemWeaponComponent BarrelLongImproved DisplayName
911522491223,Extended Gain-Twist Barrel with Bipod,,,ModItemWeaponComponent BarrelLongImproved_AUG DisplayName
521779359854,Vertical Grip,,,ModItemWeaponComponent VerticalGrip_M14 DisplayName
510913530119,Vertical Grip,,,ModItemWeaponComponent VerticalGrip_M16 DisplayName
250055695529,Vertical Grip,,,ModItemWeaponComponent VerticalGrip_Commando DisplayName
981943480831,Extended Heavy Barrel,,,ModItemWeaponComponent BarrelHeavyLong DisplayName
804338055651,Bolt Action Mechanism,,,ModItemWeaponComponent Bolt_action DisplayName
728788449047,Lever Action Mechanism,,,ModItemWeaponComponent lever_action DisplayName
832013806612,Bolt Action Mechanism,,,ModItemWeaponComponent Bolt_action_scout DisplayName
432208915398,Single Action Mechanism,,,ModItemWeaponComponent single_action DisplayName
172582207154,Single Action Mechanism,,,ModItemWeaponComponent single_action_tex DisplayName
998103154325,Double Action Mechanism,,,ModItemWeaponComponent double_action DisplayName
998200705600,Single Action/Double Action Mechanism,,,ModItemWeaponComponent SADA_action DisplayName
972107846620,M14 Design,,,ModItemWeaponComponent m14_component_recoil DisplayName
531683032721,Heavy Stock,,,ModItemWeaponComponent StockHeavy DisplayName
405972343392,Default Stock,,,ModItemWeaponComponent StockNormal DisplayName
802752529448,Default Stock,,,ModItemWeaponComponent foldable_StockNormal DisplayName
787709268724,Default Barrel,,,ModItemWeaponComponent BarrelNormal DisplayName
516382469314,UV Dot,,,ModItemWeaponComponent UVDot DisplayName
559427350185,Red Dot,,,ModItemWeaponComponent LaserDot DisplayName
984641795528,Tactical Device,,,ModItemWeaponComponent FlashlightDot DisplayName
365109972664,Improved Ironsight,,,ModItemWeaponComponent stealth_ironsight_confidante DisplayName
475669252184,Flashlight,,,ModItemWeaponComponent Flashlight DisplayName
169505130626,Grenade Launcher,,,ModItemWeaponComponent GrenadeLauncher_M14 DisplayName
228975830616,Tactical Grip,,,ModItemWeaponComponent TacGrip_M14 DisplayName
967483558415,W1895 7.62x54R Barrel Adaptation,,,ModItemWeaponComponent winni_to54r DisplayName
810456019220,Full Choke,,,ModItemWeaponComponent FullChoke DisplayName
125328556125,Duckbill Choke,,,ModItemWeaponComponent DuckbillChoke DisplayName
397053967735,Compensator,,,ModItemWeaponComponent Compensator DisplayName
629405789801,Retrofitted RPK Barrel,,,ModItemWeaponComponent rpk_to762wp DisplayName
954895551667,Tripod,,,ModItemWeaponComponent browning_bipod DisplayName
620336091455,Default Handguard,,,ModItemWeaponComponent FNFAL_Handguard DisplayName
602404597166,Vertical Grip,,,ModItemWeaponComponent AKSU_VerticalGrip DisplayName
474343827920,Vertical Grip,,,ModItemWeaponComponent RPK74_VerticalGrip DisplayName
443752617891,Advanced Compensator,,,ModItemWeaponComponent Compensator_Glock DisplayName
215713955164,Improved Iron Sight,,,ModItemWeaponComponent ImprovedIronsight DisplayName
563974030973,Bump Stock,,,ModItemWeaponComponent StockBump DisplayName
833214164936,Heavy Barrel,,,ModItemWeaponComponent BarrelHeavy DisplayName
113388514020,Default Compensator,,,ModItemWeaponComponent AUGCompensator_01 DisplayName
330454150475,Advanced Compensator,,,ModItemWeaponComponent AUGCompensator_03 DisplayName
556051731805,Grenade Launcher,,,ModItemWeaponComponent GrenadeLauncher DisplayName
682310814779,Grenade Launcher,,,ModItemWeaponComponent AK47_Launcher DisplayName
141295921913,Grenade Launcher,,,ModItemWeaponComponent GrenadeLauncher_Commando DisplayName
292828998951,Grenade Launcher,,,ModItemWeaponComponent GrenadeLauncher_M16A1 DisplayName
833908985747,Grenade Launcher,,,ModItemWeaponComponent GrenadeLauncher_AUG DisplayName
983131487291,Hensoldt ZF Scope 6x,,,ModItemWeaponComponent PSG_DefaultScope DisplayName
412216764150,UV Dot,,,ModItemWeaponComponent UVDot_Anaconda DisplayName
530155040368,Red Dot,,,ModItemWeaponComponent LaserDot_PSG_M1 DisplayName
214151833498,UV Dot,,,ModItemWeaponComponent UVDot_PSG_M1 DisplayName
160163724509,Red Dot,,,ModItemWeaponComponent LaserDot_Anaconda DisplayName
605640901032,Red Dot,,,ModItemWeaponComponent LaserDot_aa12 DisplayName
220833826698,UV Dot,,,ModItemWeaponComponent UVDot_aa12 DisplayName
665287400339,Short Barrel,,,ModItemWeaponComponent BarrelShort_AUG DisplayName
682092539169,Short Gain-Twist Barrel,,,ModItemWeaponComponent BarrelShortImproved_AUG DisplayName
800100772725,Teste,,,ModItemWeaponComponent teste DisplayName
847613561983,Default Handguard,,,ModItemWeaponComponent M16_Handguard DisplayName
341429701273,Tactical Grip,,,ModItemWeaponComponent TacGrip DisplayName
924341476529,Tactical Grip,,,ModItemWeaponComponent AK47_TacGrip DisplayName
934969441824,Tex's Revolver,,,rat_CTH_2weaponfire.lua_1
568746261156,(-) Heavy Stock,,,rat_CTH_2weaponfire.lua_2
963186684392,Dexterity,,,rat_CTH_2weaponfire.lua_3
951997386335,Perk: Ambidextrous,,,rat_CTH_2weaponfire.lua_4
917162239848,(-) Low Dexterity,,,rat_CTH_2weaponfire.lua_5
964814359257,(-) Light Stock,,,rat_CTH_2weaponfire.lua_6
953894252836,High Dexterity,,,rat_CTH_2weaponfire.lua_7
177827914987,(-) Light Stock,,,rat_CTH_2weaponfire.lua_8
523694927116,(-) Stock,,,rat_CTH_2weaponfire.lua_9
626951965997,Two Weapon Fire,,,rat_CTH_2weaponfire.lua_10
868281494766,(-) Heavy Stock,,,rat_CTH_2weaponfire.lua_11
685483767375,(-) Stock,,,rat_CTH_2weaponfire.lua_12
753869797593,Held MG,,,rat_CTH_held_mg.lua_1
425569596185,5.7x28,,,rat_BOBBYRAY_category_pairs.lua_1
569966211529,7.92x33 Kurz,,,rat_BOBBYRAY_category_pairs.lua_2
889678431939,"SMGs are very accurate at point-blank range and can fire a hail of bullets. They are medium ranged and are not effective against Armor.

<em>Recovers half Free Move AP after firing.</em>

Special attack: Run & Gun",,,rat_BOBBYRAY_category_pairs.lua_3
524237349972,7.62x54R,,,rat_BOBBYRAY_category_pairs.lua_4
698872744613,Precision Rifles,,,rat_BOBBYRAY_category_pairs.lua_5
544739334726,5.45x39,,,rat_BOBBYRAY_category_pairs.lua_6
412557875478,Rifles,,,rat_BOBBYRAY_category_pairs.lua_7
326265264296,Submachine Guns,,,rat_BOBBYRAY_category_pairs.lua_8
676827653129,Precision Rifles,,,rat_BOBBYRAY_category_pairs.lua_9
191658189194,Rifles,,,rat_BOBBYRAY_category_pairs.lua_10
713713297945,"Rifles offer high versatility without excelling at any specific thing. They offer decent stopping power, range, and armor penetration, while normally having semi-auto or automatic cycling. They are highly modifiable.",,,rat_BOBBYRAY_category_pairs.lua_11
264319486518,"Handguns, like pistols and revolvers, are very accurate at point-blank range. However, they are short ranged and are not effective against Armor.

<em>Attacks with Handguns have their aim accuracy reduced by half.

<em>Recovers half Free Move AP after firing.</em>

Special attack: Mobile Shot",,,rat_BOBBYRAY_category_pairs.lua_12
597514819661,"Precision Rifles have good penetration against Armor and are very accurate when targeting Body Parts. They offer long range but very low rate of fire.

<em>Single Shots made with Precision Rifles have better scaling in critical chance per aim level.<em>

Special attack: Pin Down",,,rat_BOBBYRAY_category_pairs.lua_13
898222461982,Handguns,,,rat_BOBBYRAY_category_pairs.lua_14
521372252196,7.92x57,,,rat_BOBBYRAY_category_pairs.lua_15
151451884832,Recoil Penalty Multiplier: ,,,rat_DESCRIPTION_HINTS_get.lua_1
684546854913,Base critical chance: ,,,rat_DESCRIPTION_HINTS_get.lua_2
258395588915,Snapshot Penalty Multiplier: ,,,rat_DESCRIPTION_HINTS_get.lua_3
785975283217, STR,,,rat_DESCRIPTION_HINTS_get.lua_4
654134899415,Noise Radius: ,,,rat_DESCRIPTION_HINTS_get.lua_5
507781478006,Maximum critical scaling: ,,,rat_DESCRIPTION_HINTS_get.lua_6
153781665575,"
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Cumbersome (no Free Move)
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Increases Stance AP cost by 1 (negated by high Strength)
",,,rat_DESCRIPTION_HINTS_get.lua_7
896979362710,Minimum Recoil Multiplier: ,,,rat_DESCRIPTION_HINTS_get.lua_8
766379566745,Shooting Angle: ,,,rat_DESCRIPTION_HINTS_get.lua_9
242435461626,Shooting Stance Cost: ,,,rat_DESCRIPTION_HINTS_get.lua_10
412593832155,Reliability: ,,,rat_DESCRIPTION_HINTS_get.lua_11
852084205321,Hipfire Penalty Multiplier: ,,,rat_DESCRIPTION_HINTS_get.lua_12
651371401489,Point Blank Range Modifier: ,,,rat_DESCRIPTION_HINTS_get.lua_13
247182652462,Extra critical damage: ,,,rat_DESCRIPTION_HINTS_get.lua_14
158466723759,Recommended Strength: ,,,rat_DESCRIPTION_HINTS_get.lua_15
254222471844,"Make a longer <color EmStyle>Run and Gun</color>, firing more shots. 

Smiley will be <color EmStyle>Out of Breath</color> for a turn after use. 

Can't be used when <color EmStyle>Out of Breath</color>.",,,rat_CharEffectCompositeDef_function.lua_1
158619792866,"<em>Unarmed attacks</em> have extra damage scaling based on <em>Dexterity</em>.

Improved <em>Defense</em> against <em>Melee Attacks</em>.",,,rat_CharEffectCompositeDef_function.lua_2
453925191822,Decreases <em>AP</em> cost and <em>Accuracy</em> penalty when <em>Dual-Wielding</em> firearms,,,rat_CharEffectCompositeDef_function.lua_3
313423416367,"<em>Attacks</em> the <em>closest</em> enemy with a firearm when <em>combat starts</em>, if possible. 

The attack will have 1 aim level and bonus accuracy.

Can't be used with Heavy Weapons.",,,rat_CharEffectCompositeDef_function.lua_4
887956959968,UV Dot,,,rat_FUNCTIONS_hipfire.lua_1
646775269862,Foldable Grip,,,rat_FUNCTIONS_hipfire.lua_2
224584566951,(-) Extended Barrel,,,rat_FUNCTIONS_hipfire.lua_3
486687677418,(-) Bullpup,,,rat_FUNCTIONS_hipfire.lua_4
596547733965,Extended Barrel,,,rat_FUNCTIONS_hipfire.lua_5
254262498254,(-) Crouching,,,rat_FUNCTIONS_hipfire.lua_6
626578482223,Laser Dot,,,rat_FUNCTIONS_hipfire.lua_7
119591314866,Short Barrel,,,rat_FUNCTIONS_hipfire.lua_8
569535264469,No Stock,,,rat_FUNCTIONS_hipfire.lua_9
481487998456,(-) Heavy Barrel,,,rat_FUNCTIONS_hipfire.lua_10
447116472426,Light Barrel,,,rat_FUNCTIONS_hipfire.lua_11
633298768714,Bullpup,,,rat_FUNCTIONS_hipfire.lua_12
916663762238,(-) Drum Mag,,,rat_FUNCTIONS_hipfire.lua_13
828597839679,(-) Prone,,,rat_FUNCTIONS_hipfire.lua_14
851834144682,(-) Short Barrel,,,rat_FUNCTIONS_hipfire.lua_15
253436571742,Vertical Grip,,,rat_FUNCTIONS_hipfire.lua_16
729651784671,Light Stock,,,rat_FUNCTIONS_hipfire.lua_17
873379225473,The <em>total</em> Accuracy bonus from aiming is reduced by 15%,,,rat_COMPONENT_weaponcomp_effects.lua_1
975264803458,Decreases Accuracy bonus from Aiming,,,rat_COMPONENT_weaponcomp_effects.lua_2
940310929156,Reduces <em>AP</em> necessary to get into <em>Shooting Stance</em>,,,rat_COMPONENT_weaponcomp_effects.lua_3
646661766533,"After firing, increases attack AP cost by <ap_double_action>
Can be manually cycled using <ap_manual> AP
High <em>Dexterity</em> can reduce this cost",,,rat_COMPONENT_weaponcomp_effects.lua_4
236633317127,"Decreases weapon length, affecting Recoil, Snapshot, Hipfire accuracy penalties and Point Blank Range accuracy modifiers",,,rat_COMPONENT_weaponcomp_effects.lua_5
266874774409,Decreases Aim accuracy when prone,,,rat_COMPONENT_weaponcomp_effects.lua_6
624517971084,Decreased <em>Recoil</em> penalty when using the <em>Burst Fire</em> attack mode,,,rat_COMPONENT_weaponcomp_effects.lua_7
472185658894,Significant increase in <em>recoil penalty</em>,,,rat_COMPONENT_weaponcomp_effects.lua_8
889586830737,Significantly reduced <em>Hipfire</em> and <em>Snapshot</em> accuracy <em>penalty</em>,,,rat_COMPONENT_weaponcomp_effects.lua_9
398049834770,Reduced <em>recoil penalty</em>,,,rat_COMPONENT_weaponcomp_effects.lua_10
226367424021,Harder to hit closer targets,,,rat_COMPONENT_weaponcomp_effects.lua_11
149904848408,Greatly increased <em>recoil penalty</em>,,,rat_COMPONENT_weaponcomp_effects.lua_12
400216040089,Decreases <em>Shooting Angle</em>,,,rat_COMPONENT_weaponcomp_effects.lua_13
581740565531,Increases <em>AP</em> necessary to get into <em>Shooting Stance</em>,,,rat_COMPONENT_weaponcomp_effects.lua_14
629687776924,Damaged reduced by <DamageReduced>,,,rat_COMPONENT_weaponcomp_effects.lua_15
153429703325,Minor <em>Accuracy</em> penalty,,,rat_COMPONENT_weaponcomp_effects.lua_16
282151114911,<em>Accuracy</em> penalty when not prone,,,rat_COMPONENT_weaponcomp_effects.lua_17
872923011488,Grants bonus Critical Chance to attacks with 2+ aim levels,,,rat_COMPONENT_weaponcomp_effects.lua_18
388838149410,Reduced <em>recoil penalty</em>. Reduced <em>Hipfire</em> and <em>Snapshot</em> penalty,,,rat_COMPONENT_weaponcomp_effects.lua_19
743623158693,Reduced <em>recoil penalty</em>,,,rat_COMPONENT_weaponcomp_effects.lua_20
498763703334,"Bullpup design, increases Point Blank range accuracy bonus and Shooting Angle",,,rat_COMPONENT_weaponcomp_effects.lua_21
203713773863,Reduced <em>recoil penalty</em>,,,rat_COMPONENT_weaponcomp_effects.lua_22
